addressSource,biographicalOrHistoricalInformation,biographicalOrHistoricalInformationSource,coordinatesSource,country,dateOfEstablishment,dateOfEstablishmentSource,dateOfEvent,dateOfEventSource,dateOfTermination,dateOfTerminationSource,depictionCreator,depictionLicense,depictionLicenseURI,depictionName,depictionPublisher,depictionSource,depictionText,entityType,id,label,latitude,longitude,preferredName,sameAsName,sameAsURL,street,streetNumber
"HistoMapBerlin, Landesarchiv Berlin, Straube, Kartenblatt IVA, Ausgabe 1910, EPSG: 3068; https://histomapberlin.de/de/index.html (letzter Zugriff 22.01.2026)","In der Komischen Oper wurde am 25.08.1917 Léon Jessels Operette ""Schwarzwaldmädel"" uraufgeführt.","Verweigerte Heimat. Léon Jessel (1871-1942), Komponist des »Schwarzwaldmädel«, Albrecht Dümling, Berlin, Lukas Verlag, 2012, S. 159.","HistoMapBerlin, Landesarchiv Berlin, Straube, Kartenblatt IVA, Ausgabe 1910, EPSG: 3068; https://histomapberlin.de/de/index.html (letzter Zugriff 22.01.2026)",Berlin,1905,"Berliner Adreßbuch : für das Jahr 1906, Berlin: Loewenthal. Digitalisierung: Zentral- und Landesbibliothek Berlin. PURL:  https://digital.zlb.de/viewer/image/34115495_1906/2665/ (letzter Zugriff: 22.01.2026",,,1952,"Frühere Komische Oper wird abgerissen. In: Neue Zeit. . September 1952, S. 6. https://zefys.staatsbibliothek-berlin.de/list/title/zdb/2612273X/-/1952/26 (letzter Zugriff: 22.01.2026).",,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/, https://commons.wikimedia.org/wiki/Special:FilePath/Alte_Komische_Oper_Berlin%2C_1906.png?width=270,"Berliner Architekturwelt 8, 1906, Heft 11, S. 408","https://commons.wikimedia.org/wiki/File:Alte_Komische_Oper_Berlin,_1906.png","Außenansicht, Komische Oper Berlin, 1906",place,https://d-nb.info/gnd/,Aufführungsort,52.521625,13.388228,Komische Oper,Wikipedia,https://de.wikipedia.org/wiki/Alte_Komische_Oper_Berlin,"Friedrichstraße",104
