id	preferredName	entityType	label	country	street	street	streetNumber	addressSource	latitude	longitude	coordinatesSource	dateOfEstablishment	dateOfEstablishmentSource	dateOfTermination	dateOfTerminationSource	dateOfEvent	dateOfEventSource	sameAsName	sameAsURL	biographicalOrHistoricalInformation	biographicalOrHistoricalInformationSource	depictionName	depictionText	depictionCeator	depictionPublisher	depictionSource	depictionLicense	depictionLicenseURI
https://d-nb.info/gnd/1224235657	Komische Oper	place	Aufführungsort	Berlin	Friedrichstraße	Friedrichstraße	104	HistoMapBerlin, Landesarchiv Berlin, Straube, Kartenblatt IVA, Ausgabe 1910, EPSG: 3068; https://histomapberlin.de/de/index.html (letzter Zugriff 22.01.2026)	52.521625	13.388228	HistoMapBerlin, Landesarchiv Berlin, Straube, Kartenblatt IVA, Ausgabe 1910, EPSG: 3068; https://histomapberlin.de/de/index.html (letzter Zugriff 22.01.2026)	1905	Berliner Adreßbuch : für das Jahr 1906, Berlin: Loewenthal. Digitalisierung: Zentral- und Landesbibliothek Berlin. PURL:  https://digital.zlb.de/viewer/image/34115495_1906/2665/ (letzter Zugriff: 22.01.2026	1952	Frühere Komische Oper wird abgerissen. In: Neue Zeit. . September 1952, S. 6. https://zefys.staatsbibliothek-berlin.de/list/title/zdb/2612273X/-/1952/26 (letzter Zugriff: 22.01.2026).			Wikipedia	https://de.wikipedia.org/wiki/Alte_Komische_Oper_Berlin	In der Komischen Oper wurde am 25.08.1917 Léon Jessels Operette "Schwarzwaldmädel" uraufgeführt.	Verweigerte Heimat. Léon Jessel (1871-1942), Komponist des »Schwarzwaldmädel«, Albrecht Dümling, Berlin, Lukas Verlag, 2012, S. 159.	https://commons.wikimedia.org/wiki/Special:FilePath/Alte_Komische_Oper_Berlin%2C_1906.png?width=270	Außenansicht Komische Oper Berlin, 1906		Berliner Architekturwelt 8, 1906, Heft 11, S. 408	https://commons.wikimedia.org/wiki/File:Alte_Komische_Oper_Berlin,_1906.png	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/
https://d-nb.info/gnd/119285517	Léon Jessel	person	Wohnort	Berlin	Düsseldorfer Straße	Düsseldorfer Straße	47	Verweigerte Heimat. Léon Jessel (1871-1942), Komponist des »Schwarzwaldmädel«, Albrecht Dümling, Berlin, Lukas Verlag, 2012, S. 161.	52.49682	13.31223	HistoMapBerlin, Landesarchiv Berlin, K4, Kartenblatt 4146, Ausgabe 1931 + 1941, EPSG: 3068; https://histomapberlin.de/de/index.html (letzter Zugriff 22.01.2026)					1932-1941	Verweigerte Heimat. Léon Jessel (1871-1942), Komponist des »Schwarzwaldmädel«, Albrecht Dümling, Berlin, Lukas Verlag, 2012, S. 161-162.	Deutsche Digitale Bibliothek	https://www.deutsche-digitale-bibliothek.de/person/gnd/119285517	Leon Jessel lebte mit kurzer Unterbrechung von 1932 bis 1941 in der Düsseldorfer Straße 47.	Verweigerte Heimat. Léon Jessel (1871-1942), Komponist des »Schwarzwaldmädel«, Albrecht Dümling, Berlin, Lukas Verlag, 2012, S. 161-162.							
